|        1 | C0278261 | -plasty                                                                | 2001-2005  |
|        3 | C0079856 | Moricizine                                                             | 2001-2005  |
|        2 | C0067385 | N,N-dimethylarginine                                                   | 2006-2010  |
|        1 | C0064906 | Nafarelin                                                              | 1991-1995  |
|        1 | C0376687 | National Hospital Discharge Survey                                     | 2006-2010  |
|        1 | C0068475 | nebivolol                                                              | 2001-2005  |
|        3 | C0068475 | nebivolol                                                              | 2011-2013  |
|        1 | C0027524 | Nebulizers                                                             | 1996-2000  |
|        1 | C0027866 | Neuromuscular Blocking Agents                                          | 2001-2005  |
|        1 | C0394477 | Neurostimulation procedures of spinal cord tissue                      | 2011-2013  |
|        1 | C0537145 | nibentan                                                               | 2001-2005  |
|        4 | C0537145 | nibentan                                                               | 2006-2010  |
|        2 | C0028066 | Nifedipine                                                             | 1980-1985  |
|        2 | C0966645 | NIP142                                                                 | 2006-2010  |
|        1 | C0360148 | Non-cardioselective beta-blocker                                       | 1991-1995  |
|        1 | C0028351 | Norepinephrine                                                         | 2006-2010  |
|        1 | C0422202 | Notifications NOS                                                      | 2001-2005  |
|        2 | C0917852 | Novocainamide                                                          | 1980-1985  |
|        1 | C0182025 | Occluders                                                              | 2011-2013  |
|        3 | C0348025 | Open approach                                                          | 2006-2010  |
|        3 | C0348025 | Open approach                                                          | 2011-2013  |
|        1 | C0189745 | Open heart surgery                                                     | 1980-1985  |
|        5 | C0189745 | Open heart surgery                                                     | 2001-2005  |
|        3 | C0189745 | Open heart surgery                                                     | 2006-2010  |
|        2 | C0189745 | Open heart surgery                                                     | 2011-2013  |
|        1 | C0190188 | Operative procedure on coronary arteries                               | 2011-2013  |
|        1 | C0543467 | Operative Surgical Procedures                                          | 1980-1985  |
|        3 | C0543467 | Operative Surgical Procedures                                          | 1986-1990  |
|       21 | C0543467 | Operative Surgical Procedures                                          | 1991-1995  |
|       42 | C0543467 | Operative Surgical Procedures                                          | 1996-2000  |
|       85 | C0543467 | Operative Surgical Procedures                                          | 2001-2005  |
|      104 | C0543467 | Operative Surgical Procedures                                          | 2006-2010  |
|       73 | C0543467 | Operative Surgical Procedures                                          | 2011-2013  |
|        1 | C0029112 | Opium                                                                  | 1980-1985  |
|        1 | C0422389 | Opportunistic screening                                                | 1996-2000  |
|        3 | C0422389 | Opportunistic screening                                                | 2011-2013  |
|        2 | C0354604 | Oral anticoagulants                                                    | 1986-1990  |
|        1 | C0354604 | Oral anticoagulants                                                    | 1991-1995  |
|        5 | C0354604 | Oral anticoagulants                                                    | 1996-2000  |
|       20 | C0354604 | Oral anticoagulants                                                    | 2001-2005  |
|       15 | C0354604 | Oral anticoagulants                                                    | 2006-2010  |
|      115 | C0354604 | Oral anticoagulants                                                    | 2011-2013  |
|        1 | C0360708 | Oral form verapamil                                                    | 1980-1985  |
|        1 | C0360708 | Oral form verapamil                                                    | 1996-2000  |
|        2 | C0175795 | Oral medication                                                        | 2006-2010  |
|        1 | C0069590 | ORALIT                                                                 | 1996-2000  |
|        1 | C0069590 | ORALIT                                                                 | 2001-2005  |
|        1 | C0029904 | Ouabain                                                                | 2001-2005  |
|        1 | C1299353 | Outpatient procedure                                                   | 2006-2010  |
|        1 | C0030125 | p-Aminosalicylic Acid                                                  | 2001-2005  |
|        2 | C0281945 | PACEMAKER PERMANENT                                                    | 1996-2000  |
|        4 | C0281945 | PACEMAKER PERMANENT                                                    | 2001-2005  |
|        2 | C0281945 | PACEMAKER PERMANENT                                                    | 2006-2010  |
|        1 | C0810633 | Pacemakers                                                             | 1996-2000  |
|        3 | C0810633 | Pacemakers                                                             | 2001-2005  |
|       11 | C0810633 | Pacemakers                                                             | 2006-2010  |
|        1 | C0810633 | Pacemakers                                                             | 2011-2013  |
|        2 | C0722418 | Pacerone                                                               | 2006-2010  |
|        1 | C0182158 | Pads                                                                   | 2006-2010  |
|        1 | C0002766 | Pain management                                                        | 2011-2013  |
|        1 | C0030231 | Palliative Care                                                        | 1991-1995  |
|        1 | C0030231 | Palliative Care                                                        | 1996-2000  |
|        1 | C1285158 | Palliative procedure                                                   | 2001-2005  |
|        1 | C0017313 | patient care                                                           | 2006-2010  |
|        1 | C0017313 | patient care                                                           | 2011-2013  |
|        1 | C0030677 | Patient Care Management                                                | 2001-2005  |
|        2 | C0030685 | Patient Discharge                                                      | 2001-2005  |
|        1 | C0679831 | Patient History                                                        | 2011-2013  |
|        1 | C1269815 | Patient identification                                                 | 1996-2000  |
|        1 | C1269815 | Patient identification                                                 | 2001-2005  |
|        1 | C1269815 | Patient identification                                                 | 2006-2010  |
|        3 | C1269815 | Patient identification                                                 | 2011-2013  |
|        5 | C0030693 | Patient Isolation                                                      | 2001-2005  |
|        9 | C0030693 | Patient Isolation                                                      | 2006-2010  |
|        7 | C0030693 | Patient Isolation                                                      | 2011-2013  |
|        1 | C0242802 | Patient Selection                                                      | 2001-2005  |
|        2 | C0242802 | Patient Selection                                                      | 2006-2010  |
|        1 | C0843876 | Percutaneous balloon mitral valvuloplasty                              | 2001-2005  |
|        1 | C0843876 | Percutaneous balloon mitral valvuloplasty                              | 2006-2010  |
|        7 | C1532338 | Percutaneous coronary intervention                                     | 2006-2010  |
|       11 | C1532338 | Percutaneous coronary intervention                                     | 2011-2013  |
|        1 | C0190176 | Percutaneous valvuloplasty                                             | 1996-2000  |
|        2 | C0190176 | Percutaneous valvuloplasty                                             | 2006-2010  |
|        1 | C0242427 | Pericardiotomy                                                         | 2001-2005  |
|        1 | C0242427 | Pericardiotomy                                                         | 2006-2010  |
|        1 | C1519033 | Pharmacological Treatment                                              | 1996-2000  |
|        4 | C1519033 | Pharmacological Treatment                                              | 2001-2005  |
|        7 | C1519033 | Pharmacological Treatment                                              | 2006-2010  |
|        2 | C1519033 | Pharmacological Treatment                                              | 2011-2013  |
|        1 | C0013216 | Pharmacotherapy                                                        | 1980-1985  |
|        2 | C0013216 | Pharmacotherapy                                                        | 1991-1995  |
|        7 | C0013216 | Pharmacotherapy                                                        | 1996-2000  |
|        5 | C0013216 | Pharmacotherapy                                                        | 2001-2005  |
|       28 | C0013216 | Pharmacotherapy                                                        | 2006-2010  |
|       10 | C0013216 | Pharmacotherapy                                                        | 2011-2013  |
|        3 | C0031444 | Phenprocoumon                                                          | 2011-2013  |
|        2 | C0031740 | Photochemotherapy                                                      | 2006-2010  |
|        1 | C0031765 | Phototherapy                                                           | 2011-2013  |
|        1 | C0031809 | Physical Examination                                                   | 2001-2005  |
|        1 | C0031809 | Physical Examination                                                   | 2006-2010  |
|        1 | C0031809 | Physical Examination                                                   | 2011-2013  |
|        1 | C0695470 | PHYSICAL PERFORMANCE                                                   | 2011-2013  |
|        4 | C0164155 | pilsicainide                                                           | 1996-2000  |
|        5 | C0164155 | pilsicainide                                                           | 2001-2005  |
|        4 | C0164155 | pilsicainide                                                           | 2006-2010  |
|        2 | C0031937 | Pindolol                                                               | 1986-1990  |
|        2 | C0071097 | pioglitazone                                                           | 2011-2013  |
|        1 | C0031978 | Pirenzepine                                                            | 1986-1990  |
|        4 | C0031978 | Pirenzepine                                                            | 1991-1995  |
|        1 | C0298067 | pirfenidone                                                            | 2006-2010  |
|        2 | C0032042 | Placebos                                                               | 1980-1985  |
|        2 | C0032042 | Placebos                                                               | 1991-1995  |
|       12 | C0032042 | Placebos                                                               | 1996-2000  |
|       10 | C0032042 | Placebos                                                               | 2001-2005  |
|        5 | C0032042 | Placebos                                                               | 2006-2010  |
|       11 | C0032042 | Placebos                                                               | 2011-2013  |
|        1 | C0185414 | Plastic operation on muscle                                            | 1996-2000  |
|        1 | C0032214 | Play                                                                   | 2011-2013  |
|        1 | C0152463 | Pleurectomy                                                            | 2006-2010  |
|        1 | C0182324 | Plug                                                                   | 2006-2010  |
|        5 | C0182324 | Plug                                                                   | 2011-2013  |
|        2 | C0444793 | Position change                                                        | 2001-2005  |
|        1 | C0454517 | Positive pressure therapy                                              | 2006-2010  |
|        1 | C0872245 | Potassium Channel Blockers                                             | 2001-2005  |
|        2 | C0872245 | Potassium Channel Blockers                                             | 2006-2010  |
|        1 | C0085542 | Pravastatin                                                            | 2011-2013  |
|        1 | C1456692 | Prenatal Testing                                                       | 1996-2000  |
|        5 | C0199242 | Prescription of prophylactic anticoagulant                             | 1996-2000  |
|        7 | C0199242 | Prescription of prophylactic anticoagulant                             | 2001-2005  |
|        2 | C0199242 | Prescription of prophylactic anticoagulant                             | 2006-2010  |
|        9 | C0199242 | Prescription of prophylactic anticoagulant                             | 2011-2013  |
|        1 | C0033080 | prescription procedure                                                 | 2001-2005  |
|        1 | C0033080 | prescription procedure                                                 | 2006-2010  |
|        4 | C0033080 | prescription procedure                                                 | 2011-2013  |
|        1 | C0033081 | Prescriptions, Drug                                                    | 2006-2010  |
|        1 | C1113680 | prevention evaluation                                                  | 2011-2013  |
|        1 | C0679698 | prevention of disorder                                                 | 2001-2005  |
|        1 | C0033137 | Primary Health Care                                                    | 2001-2005  |
|        2 | C0033137 | Primary Health Care                                                    | 2006-2010  |
|        1 | C0033137 | Primary Health Care                                                    | 2011-2013  |
|        1 | C0033144 | Primary Prevention                                                     | 1996-2000  |
|        4 | C0033144 | Primary Prevention                                                     | 2001-2005  |
|        3 | C0033144 | Primary Prevention                                                     | 2006-2010  |
|        1 | C0257634 | proadrenomedullin                                                      | 2011-2013  |
|        1 | C0182400 | Probes                                                                 | 1996-2000  |
|        3 | C0033215 | Probucol                                                               | 2006-2010  |
|        2 | C0033216 | Procainamide                                                           | 1980-1985  |
|        4 | C0033216 | Procainamide                                                           | 1986-1990  |
|        1 | C0033216 | Procainamide                                                           | 1991-1995  |
|        5 | C0033216 | Procainamide                                                           | 1996-2000  |
|        3 | C0033216 | Procainamide                                                           | 2001-2005  |
|        5 | C0033216 | Procainamide                                                           | 2006-2010  |
|        2 | C0033216 | Procainamide                                                           | 2011-2013  |
|        3 | C1279986 | Procedure on heart                                                     | 2006-2010  |
|        4 | C0184661 | Procedures                                                             | 1991-1995  |
|       15 | C0184661 | Procedures                                                             | 1996-2000  |
|       57 | C0184661 | Procedures                                                             | 2001-2005  |
|      103 | C0184661 | Procedures                                                             | 2006-2010  |
|       73 | C0184661 | Procedures                                                             | 2011-2013  |
|        4 | C0398102 | Procedures on veins                                                    | 2001-2005  |
|       10 | C0033429 | Propafenone                                                            | 1986-1990  |
|       19 | C0033429 | Propafenone                                                            | 1991-1995  |
|       36 | C0033429 | Propafenone                                                            | 1996-2000  |
|       22 | C0033429 | Propafenone                                                            | 2001-2005  |
|        5 | C0033429 | Propafenone                                                            | 2006-2010  |
|        3 | C0033429 | Propafenone                                                            | 2011-2013  |
|        1 | C0700465 | Propafenone Hydrochloride                                              | 1986-1990  |
|        1 | C0700465 | Propafenone Hydrochloride                                              | 2006-2010  |
|        6 | C0199176 | Prophylactic treatment                                                 | 1991-1995  |
|       23 | C0199176 | Prophylactic treatment                                                 | 1996-2000  |
|       22 | C0199176 | Prophylactic treatment                                                 | 2001-2005  |
|       34 | C0199176 | Prophylactic treatment                                                 | 2006-2010  |
|       32 | C0199176 | Prophylactic treatment                                                 | 2011-2013  |
|        1 | C0033487 | Propofol                                                               | 2006-2010  |
|        3 | C0033497 | Propranolol                                                            | 1991-1995  |
|        1 | C0033554 | Prostaglandins                                                         | 1980-1985  |
|        1 | C0175649 | Prosthesis                                                             | 1991-1995  |
|        1 | C0444753 | Prosthetic replacement                                                 | 2011-2013  |
|        1 | C0336548 | Prosthetic valve                                                       | 1991-1995  |
|        1 | C0033603 | Protamines                                                             | 2006-2010  |
|        2 | C0033972 | Psychotherapy, Multiple                                                | 1996-2000  |
|        3 | C0033972 | Psychotherapy, Multiple                                                | 2001-2005  |
|        1 | C0033972 | Psychotherapy, Multiple                                                | 2006-2010  |
|        1 | C0034117 | Puncture procedure                                                     | 2011-2013  |
|        3 | C0034414 | Quinidine                                                              | 1980-1985  |
|        6 | C0034414 | Quinidine                                                              | 1986-1990  |
|        7 | C0034414 | Quinidine                                                              | 1991-1995  |
|        3 | C0034414 | Quinidine                                                              | 1996-2000  |
|        1 | C0034414 | Quinidine                                                              | 2001-2005  |
|        2 | C0034414 | Quinidine                                                              | 2006-2010  |
|        3 | C0034414 | Quinidine                                                              | 2011-2013  |
|        2 | C0034415 | Quinidine Sulfate                                                      | 1980-1985  |
|        2 | C0034415 | Quinidine Sulfate                                                      | 1996-2000  |
|        1 | C0850292 | Radiofrequency ablation                                                | 1991-1995  |
|       20 | C0850292 | Radiofrequency ablation                                                | 1996-2000  |
|       99 | C0850292 | Radiofrequency ablation                                                | 2001-2005  |
|      125 | C0850292 | Radiofrequency ablation                                                | 2006-2010  |
|       81 | C0850292 | Radiofrequency ablation                                                | 2011-2013  |
|        1 | C0879102 | Radiofrequency Ablation Systems                                        | 2006-2010  |
|        1 | C0072973 | Ramipril                                                               | 2006-2010  |
|       11 | C0073633 | ranolazine                                                             | 2006-2010  |
|        8 | C0073633 | ranolazine                                                             | 2011-2013  |
|        1 | C0069919 | ranpirnase                                                             | 1991-1995  |
|        3 | C0034754 | Reading                                                                | 2011-2013  |
|        2 | C1441722 | REBREATHING                                                            | 2006-2010  |
|        1 | C1441722 | REBREATHING                                                            | 2011-2013  |
|        1 | C1522558 | Recombinant Monocyte Chemoattractant Protein-1                         | 2011-2013  |
|        1 | C0524865 | Reconstructive Surgical Procedures                                     | 2001-2005  |
|        3 | C0524865 | Reconstructive Surgical Procedures                                     | 2011-2013  |
|        2 | C0182913 | Recorder                                                               | 2006-2010  |
|        1 | C0034991 | Rehabilitation therapy                                                 | 2011-2013  |
|        1 | C0035028 | Relaxation                                                             | 1980-1985  |
|        3 | C0035028 | Relaxation                                                             | 1986-1990  |
|        3 | C0035028 | Relaxation                                                             | 1996-2000  |
|        1 | C0035028 | Relaxation                                                             | 2001-2005  |
|        1 | C0246631 | remifentanil                                                           | 2001-2005  |
|        1 | C0553891 | Removal of endotracheal tube                                           | 2011-2013  |
|        1 | C0849355 | Removes                                                                | 2006-2010  |
|        1 | C1579267 | Renin-angiotensin-aldosterone System Inhibitors                        | 2011-2013  |
|        1 | C0396849 | Repair of mitral valve                                                 | 1991-1995  |
|        2 | C0396849 | Repair of mitral valve                                                 | 2001-2005  |
|        1 | C0396849 | Repair of mitral valve                                                 | 2006-2010  |
|        1 | C0396899 | Repair of tricuspid valve                                              | 2006-2010  |
|        1 | C0185003 | Reparative closure                                                     | 2001-2005  |
|        1 | C0035110 | Repeat Surgery                                                         | 1986-1990  |
|        1 | C0035110 | Repeat Surgery                                                         | 1991-1995  |
|        1 | C0035110 | Repeat Surgery                                                         | 2001-2005  |
|        1 | C0035110 | Repeat Surgery                                                         | 2006-2010  |
|        1 | C0035110 | Repeat Surgery                                                         | 2011-2013  |
|        1 | C0035124 | Reperfusion Therapy                                                    | 2006-2010  |
|        1 | C0553895 | Replacement of mitral valve with tissue graft                          | 1986-1990  |
|        1 | C0700287 | Reporting                                                              | 2006-2010  |
|        2 | C0700287 | Reporting                                                              | 2011-2013  |
|        1 | C0035253 | Rest                                                                   | 1986-1990  |
|        1 | C0035253 | Rest                                                                   | 1991-1995  |
|        3 | C0035253 | Rest                                                                   | 1996-2000  |
|        3 | C0035253 | Rest                                                                   | 2001-2005  |
|        2 | C0035253 | Rest                                                                   | 2006-2010  |
|        1 | C0073096 | resveratrol                                                            | 2011-2013  |
|        2 | C0581603 | Revascularization - action                                             | 2006-2010  |
|        1 | C0652011 | rilmakalim                                                             | 2001-2005  |
|        1 | C0086930 | Risk Assessment                                                        | 1996-2000  |
|        1 | C0086930 | Risk Assessment                                                        | 2006-2010  |
|       14 | C0086930 | Risk Assessment                                                        | 2011-2013  |
|        1 | C0035649 | Risk Management                                                        | 1996-2000  |
|        1 | C0035649 | Risk Management                                                        | 2006-2010  |
|        2 | C1137094 | Risk Reduction                                                         | 2001-2005  |
|        2 | C1137094 | Risk Reduction                                                         | 2006-2010  |
|        9 | C1137094 | Risk Reduction                                                         | 2011-2013  |
|        2 | C0722978 | RMS                                                                    | 1996-2000  |
|        2 | C0879118 | Robotic Systems                                                        | 2011-2013  |
|        2 | C0965129 | rosuvastatin                                                           | 2011-2013  |
|        2 | C0243431 | Rotundium                                                              | 1991-1995  |
|        1 | C1298805 | Routine procedure                                                      | 2006-2010  |
|        1 | C1298805 | Routine procedure                                                      | 2011-2013  |
|        1 | C0183115 | Scanning Systems                                                       | 2011-2013  |
|        1 | C0220908 | Screening procedure                                                    | 1991-1995  |
|        3 | C0220908 | Screening procedure                                                    | 1996-2000  |
|        4 | C0220908 | Screening procedure                                                    | 2001-2005  |
|        2 | C0220908 | Screening procedure                                                    | 2006-2010  |
|       23 | C0220908 | Screening procedure                                                    | 2011-2013  |
|        1 | C0871311 | Screening Tests                                                        | 2011-2013  |
|        5 | C0679699 | Secondary prevention                                                   | 1996-2000  |
|        5 | C0679699 | Secondary prevention                                                   | 2001-2005  |
|        2 | C0679699 | Secondary prevention                                                   | 2006-2010  |
|        5 | C0679699 | Secondary prevention                                                   | 2011-2013  |
|        2 | C0445275 | Secondary procedure                                                    | 2006-2010  |
|        2 | C0445275 | Secondary procedure                                                    | 2011-2013  |
|        1 | C0086969 | Self-Management                                                        | 1996-2000  |
|        2 | C0086969 | Self-Management                                                        | 2001-2005  |
|        1 | C0086969 | Self-Management                                                        | 2006-2010  |
|        1 | C0086969 | Self-Management                                                        | 2011-2013  |
|        1 | C0392254 | Semiconductor laser device                                             | 2006-2010  |
|        1 | C0183210 | Sensors                                                                | 1996-2000  |
|        1 | C0183210 | Sensors                                                                | 2006-2010  |
|        5 | C0183336 | Sleeves                                                                | 2001-2005  |
|        6 | C0183336 | Sleeves                                                                | 2006-2010  |
|        3 | C0183336 | Sleeves                                                                | 2011-2013  |
|        1 | C0872271 | Sodium Channel Blockers                                                | 1991-1995  |
|        1 | C0872271 | Sodium Channel Blockers                                                | 2001-2005  |
|        1 | C0872271 | Sodium Channel Blockers                                                | 2006-2010  |
|        1 | C0872271 | Sodium Channel Blockers                                                | 2011-2013  |
|        1 | C0037494 | Sodium Chloride                                                        | 2006-2010  |
|        2 | C0037707 | Sotalol                                                                | 1980-1985  |
|        8 | C0037707 | Sotalol                                                                | 1991-1995  |
|       23 | C0037707 | Sotalol                                                                | 1996-2000  |
|       27 | C0037707 | Sotalol                                                                | 2001-2005  |
|       12 | C0037707 | Sotalol                                                                | 2006-2010  |
|        2 | C0037707 | Sotalol                                                                | 2011-2013  |
|        1 | C0183427 | Sphygmomanometers                                                      | 2006-2010  |
|        1 | C0037982 | Spironolactone                                                         | 1996-2000  |
|        3 | C0037982 | Spironolactone                                                         | 2006-2010  |
|        2 | C0037982 | Spironolactone                                                         | 2011-2013  |
|        2 | C0597505 | split brain                                                            | 1991-1995  |
|        5 | C0038039 | Sports                                                                 | 2006-2010  |
|        1 | C0038039 | Sports                                                                 | 2011-2013  |
|        1 | C1293130 | Stabilization                                                          | 1986-1990  |
|        1 | C1293130 | Stabilization                                                          | 2001-2005  |
|        5 | C1293130 | Stabilization                                                          | 2006-2010  |
|        2 | C1293130 | Stabilization                                                          | 2011-2013  |
|        1 | C0687568 | Stents, Vascular, Coronary                                             | 2011-2013  |
|        1 | C0149783 | Steroid therapy                                                        | 2001-2005  |
|        1 | C1292856 | Stimulation procedure                                                  | 1980-1985  |
|        4 | C1292856 | Stimulation procedure                                                  | 1991-1995  |
|        6 | C1292856 | Stimulation procedure                                                  | 1996-2000  |
|        3 | C1292856 | Stimulation procedure                                                  | 2001-2005  |
|        4 | C1292856 | Stimulation procedure                                                  | 2006-2010  |
|        7 | C1292856 | Stimulation procedure                                                  | 2011-2013  |
|        1 | C0038418 | Streptokinase                                                          | 1991-1995  |
|        2 | C1277289 | Stroke prevention                                                      | 1986-1990  |
|       19 | C1277289 | Stroke prevention                                                      | 1991-1995  |
|       54 | C1277289 | Stroke prevention                                                      | 1996-2000  |
|       75 | C1277289 | Stroke prevention                                                      | 2001-2005  |
|      146 | C1277289 | Stroke prevention                                                      | 2006-2010  |
|      398 | C1277289 | Stroke prevention                                                      | 2011-2013  |
|        1 | C0872085 | stroke therapy                                                         | 2001-2005  |
|        2 | C0872085 | stroke therapy                                                         | 2006-2010  |
|        2 | C0872085 | stroke therapy                                                         | 2011-2013  |
|        1 | C0038838 | Superoxide Dismutase                                                   | 2011-2013  |
|        1 | C0183683 | Support, device                                                        | 1986-1990  |
|        1 | C0183683 | Support, device                                                        | 2001-2005  |
|        1 | C0183683 | Support, device                                                        | 2006-2010  |
|        1 | C0184898 | Surgical incisions                                                     | 1986-1990  |
|        1 | C0184898 | Surgical incisions                                                     | 2001-2005  |
|        1 | C1515089 | Surgical Management                                                    | 1991-1995  |
|        1 | C0206058 | Surgical Procedures, Elective                                          | 2011-2013  |
|        1 | C0282493 | Surgical Procedures, Endoscopic                                        | 2001-2005  |
|        1 | C0282624 | Surgical Procedures, Minimally Invasive                                | 2006-2010  |
|        3 | C0751551 | Surgical Procedures, Thoracoscopic                                     | 2011-2013  |
|        1 | C0184985 | Surgical repair                                                        | 1996-2000  |
|        2 | C0035139 | Surgical Replantation                                                  | 2011-2013  |
|        1 | C0185016 | Suture ligation                                                        | 2011-2013  |
|        2 | C0039038 | Sympathectomy                                                          | 2011-2013  |
|        1 | C1274136 | Symptom control                                                        | 2001-2005  |
|        1 | C1274136 | Symptom control                                                        | 2006-2010  |
|        1 | C1290952 | Taking medication                                                      | 2011-2013  |
|        4 | C0076034 | tedisamil                                                              | 2001-2005  |
|        1 | C0076034 | tedisamil                                                              | 2006-2010  |
|        1 | C0162648 | Telemedicine                                                           | 2006-2010  |
|        1 | C0248719 | telmisartan                                                            | 2011-2013  |
|        2 | C0000811 | Termination of pregnancy                                               | 2011-2013  |
|        1 | C0039601 | Testosterone                                                           | 2006-2010  |
|        2 | C0039771 | Theophylline                                                           | 1991-1995  |
|        1 | C1611640 | Therapeutic agent (substance)                                          | 2001-2005  |
|        1 | C1611640 | Therapeutic agent (substance)                                          | 2011-2013  |
|        1 | C0336568 | Therapeutic device, NOS                                                | 2011-2013  |
|        1 | C1527144 | Therapeutic Effect                                                     | 2011-2013  |
|        1 | C0808232 | Therapeutic Intervention                                               | 2001-2005  |
|        2 | C0808232 | Therapeutic Intervention                                               | 2006-2010  |
|        2 | C0808232 | Therapeutic Intervention                                               | 2011-2013  |
|        1 | C0039799 | Therapy, Computer-Assisted                                             | 2001-2005  |
|        1 | C1257987 | Thiazolidinediones                                                     | 2006-2010  |
|        1 | C1257987 | Thiazolidinediones                                                     | 2011-2013  |
|        1 | C0524832 | Thoracic Surgical Procedures                                           | 2011-2013  |
|        2 | C0040018 | Thrombin                                                               | 1996-2000  |
|        2 | C0040018 | Thrombin                                                               | 2001-2005  |
|        2 | C0040018 | Thrombin                                                               | 2006-2010  |
|        1 | C0040018 | Thrombin                                                               | 2011-2013  |
|        6 | C1373124 | Thrombin Inhibitors                                                    | 2001-2005  |
|        3 | C1373124 | Thrombin Inhibitors                                                    | 2006-2010  |
|        1 | C1373124 | Thrombin Inhibitors                                                    | 2011-2013  |
|        1 | C1608431 | Thromboembolectomy                                                     | 2011-2013  |
|        3 | C0040044 | Thrombolytic Therapy                                                   | 2001-2005  |
|        2 | C0040044 | Thrombolytic Therapy                                                   | 2006-2010  |
|        1 | C0040207 | Ticlopidine                                                            | 1996-2000  |
|        1 | C0542378 | Total pharyngolaryngectomy                                             | 2001-2005  |
|        1 | C0040654 | Transcutaneous Electric Nerve Stimulation                              | 2011-2013  |
|        1 | C0040661 | Transducers                                                            | 2006-2010  |
|        1 | C0339897 | Transjugular intrahepatic portosystemic shunt procedure                | 1996-2000  |
|        1 | C0040732 | Transplantation                                                        | 1996-2000  |
|        1 | C0040732 | Transplantation                                                        | 2011-2013  |
|        4 | C0040736 | Transplantation, Autologous                                            | 2001-2005  |
|        4 | C0935576 | Treatment Guidelines                                                   | 2006-2010  |
|        1 | C0679607 | treatment method                                                       | 1991-1995  |
|        2 | C0679607 | treatment method                                                       | 1996-2000  |
|        2 | C0679607 | treatment method                                                       | 2006-2010  |
|        2 | C0040808 | Treatment Protocols                                                    | 1991-1995  |
|        1 | C0040808 | Treatment Protocols                                                    | 1996-2000  |
|        5 | C0040808 | Treatment Protocols                                                    | 2001-2005  |
|       11 | C0040808 | Treatment Protocols                                                    | 2006-2010  |
|       14 | C0040808 | Treatment Protocols                                                    | 2011-2013  |
|        1 | C0077126 | triflusal                                                              | 1996-2000  |
|        3 | C0041620 | Ultrasonic Therapy                                                     | 2006-2010  |
|        3 | C0879155 | Ultrasound Ablation Catheters                                          | 2006-2010  |
|        1 | C0730931 | Univer                                                                 | 1986-1990  |
|        1 | C0216784 | valsartan                                                              | 2011-2013  |
|       19 | C0042523 | Verapamil                                                              | 1980-1985  |
|       13 | C0042523 | Verapamil                                                              | 1986-1990  |
|        6 | C0042523 | Verapamil                                                              | 1991-1995  |
|       10 | C0042523 | Verapamil                                                              | 1996-2000  |
|        7 | C0042523 | Verapamil                                                              | 2001-2005  |
|        6 | C0042523 | Verapamil                                                              | 2006-2010  |
|        1 | C0750206 | VERAPAMIL TREATMENT                                                    | 1980-1985  |
|        2 | C0677965 | Video-Assisted Surgery                                                 | 2006-2010  |
|        2 | C0545084 | Visit, outpatient                                                      | 2011-2013  |
|        1 | C0042874 | Vitamin E                                                              | 2011-2013  |
|        1 | C0042878 | Vitamin K                                                              | 1996-2000  |
|        1 | C0042878 | Vitamin K                                                              | 2001-2005  |
|        2 | C0042878 | Vitamin K                                                              | 2006-2010  |
|        1 | C1096489 | Vitamin K antagonist                                                   | 2001-2005  |
|       18 | C1096489 | Vitamin K antagonist                                                   | 2006-2010  |
|       44 | C1096489 | Vitamin K antagonist                                                   | 2011-2013  |
|        1 | C0420175 | Vitamin prophylaxis                                                    | 2011-2013  |
|        1 | C0302837 | Vitamin supplementation                                                | 2011-2013  |
|        4 | C0042971 | von Willebrand Factor                                                  | 2001-2005  |
|        2 | C0042971 | von Willebrand Factor                                                  | 2006-2010  |
|        3 | C0042971 | von Willebrand Factor                                                  | 2011-2013  |
|        1 | C0043031 | Warfarin                                                               | 1980-1985  |
|        2 | C0043031 | Warfarin                                                               | 1986-1990  |
|       17 | C0043031 | Warfarin                                                               | 1991-1995  |
|       41 | C0043031 | Warfarin                                                               | 1996-2000  |
|       85 | C0043031 | Warfarin                                                               | 2001-2005  |
|      114 | C0043031 | Warfarin                                                               | 2006-2010  |
|      200 | C0043031 | Warfarin                                                               | 2011-2013  |
|        1 | C0376218 | Warfarin Sodium                                                        | 1991-1995  |
|        1 | C0376218 | Warfarin Sodium                                                        | 1996-2000  |
|        1 | C0376218 | Warfarin Sodium                                                        | 2006-2010  |
|        1 | C0376218 | Warfarin Sodium                                                        | 2011-2013  |
|        1 | C0750388 | WARFARIN TREATMENT                                                     | 1980-1985  |
|        1 | C0750388 | WARFARIN TREATMENT                                                     | 1996-2000  |
|        1 | C0750388 | WARFARIN TREATMENT                                                     | 2001-2005  |
|       10 | C0750388 | WARFARIN TREATMENT                                                     | 2006-2010  |
|        6 | C0750388 | WARFARIN TREATMENT                                                     | 2011-2013  |
|        1 | C1532953 | Wavefront analysis                                                     | 2006-2010  |
|        1 | C0078595 | Xamoterol                                                              | 1986-1990  |
|       20 | C0966370 | ximelagatran                                                           | 2001-2005  |
|        9 | C0966370 | ximelagatran                                                           | 2006-2010  |
|        1 | C0257685 | zoledronic acid                                                        | 2006-2010  |
|        1 | C0257685 | zoledronic acid                                                        | 2011-2013  |
|        2 | C1564799 | Zonal                                                                  | 1991-1995  |
|        1 | C1564799 | Zonal                                                                  | 1996-2000  |
|        1 | C1564799 | Zonal                                                                  | 2006-2010  |
|        1 | C1564799 | Zonal                                                                  | 2011-2013  |
